Time,Source User,Target User,Computer,Auth Type,Logon Type,Orientation,Status
2026-04-25T08:45:52.244Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:45:52.419Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:45:52.444Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:45:52.465Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:45:52.868Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:45:52.969Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:45:52.991Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:45:53.032Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:46:02.673Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:46:02.716Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:46:02.847Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:46:03.184Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:46:03.212Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:46:03.409Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:47:06.937Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:47:06.975Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:47:07.366Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:47:07.390Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:48:02.427Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T08:48:03.327Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T08:52:11.749Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:52:11.789Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:52:11.901Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:52:12.137Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:52:12.172Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:52:12.290Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:53:41.504Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:53:42.737Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:53:42.756Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:53:43.378Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:53:43.397Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:53:43.772Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:01.955Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:59:01.989Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:59:02.102Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:59:02.122Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
