Time,Source User,Target User,Computer,Auth Type,Logon Type,Orientation,Status
2026-03-06T12:01:05.899Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:01:09.291Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:06:44.368Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:33:41.672Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:38:59.340Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:50:50.774Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:53:47.115Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:53:59.787Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:54:06.614Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T12:59:05.224Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:06:44.365Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:09:08.843Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:22:01.135Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:22:02.641Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:29:44.753Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:30:43.523Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-03-06T13:33:42.674Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
